docs_id,doc_code,projection_apa,res_fields,dbases,if_info,scopus_info,pub_year
4088583,S5,"Peleckis, K., & Liučvaitienė, A. (2014). Indicators for competitiveness evaluation analysis: theoretical aspects. <i><i>American journal of economics and control systems management</i></i>, <i>3</i>(1), 27-32.",S 003; S 004,,,,2014
4088592,S6,"Gribniak, V., Meškėnas, A., Rimkus, A. ir Tamulėnas, V. (2014). Lankstusis betonas – evoliucinis žingsnis statybose. <i><i>Statyba ir architektūra</i></i>, 7, 24-26. Žiūrėta 2014 m. rugsėjo 09 d. per <a target=""_blank"" href=""http://sa.lt/lankstusis-betonas-evoliucinis-zingsnis-statybose/"">http://sa.lt/lankstusis-betonas-evoliucinis-zingsnis-statybose/</a>",T 002,,,,2014
4088606,S1,"Blaževičius, G., Rimkus, L., & Atkočiūnas, J. (2014). An improved method for optimal shakedown design of circular plates. <i><i>Mechanika</i></i>, <i>20</i>(4), 390-394. doi:<a target=""_blank"" href=""https://doi.org/10.5755/j01.mech.20.4.6542"">10.5755/j01.mech.20.4.6542</a>",T 009; T 002,VINITI; Scopus; CSA; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,292, AIF: 1,862, Q4 (2014, InCites JCR SCIE)","CiteScore: 0,39, SNIP: 0,545, SJR: 0,276, Q4 (2014, Scopus Sources)",2014
4088638,S6,"Jučiūtė, E. (aut., imant. inter.) ir Griškevičius, J. (aut., duod. inter.) (2014). Doc. dr. Julius Griškevičius: „Biomechanika – mažiau kraujuojanti medicina“: žurn. Editos Jučiūtės interviu su VGTU Biomechanikos katedros vedėju doc. dr. Juliumi Griškevičiumi. <i><i>Sapere Aude</i></i>, 2, 5-11. Žiūrėta 2014 m. rugsėjo 09 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf"">http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf</a>",T 009,,,,2014
4088649,S1,"Paliulis, D. (2014). Assessment of lake bottom sediment pollution by lead and cadmium. <i><i>Polish journal of environmental studies</i></i>, <i>23</i>(4), 1273-1279. Retrieved 2014, September 09, from <a target=""_blank"" href=""http://www.pjoes.com/pdf/23.4/Pol.J.Environ.Stud.Vol.23.No.4.1273-1279.pdf"">http://www.pjoes.com/pdf/23.4/Pol.J.Environ.Stud.Vol.23.No.4.1273-1279.pdf</a>",T 004,Academic Search Complete; Chemical abstracts; Science Citation Index Expanded (Web of Science),"IF: 0,871, AIF: 2,954, Q4 (2014, InCites JCR SCIE)","CiteScore: 0,69, SNIP: 0,644, SJR: 0,305, Q3 (2014, Scopus Sources)",2014
4088657,S6,"Jučiūtė, E. (aut., imant. inter.), Marčiukaitis, G. (aut., duod. inter.) ir Purlys, E. (aut., duod. inter.) (2014). Senuosius Valdovų rūmų pamatus išsaugoti padėjo paprastas fizikos dėsnis: žurn. Editos Jučiūtės pokalbis su VGTU prof. habil. dr. Gediminu Marčiukaičiu ir VGTU Architektūros pagrindų ir teorijos katedros docentu Evaldu Purliu. <i><i>Sapere Aude</i></i>, 2, 12-23. Žiūrėta 2014 m. rugsėjo 09 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf"">http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf</a>",T 002,,,,2014
4088670,S6,"Stankūnas, J. (2014). Kam Lietuvai reikia specialistų, kurių rengimas prilygsta aukso kainai? <i><i>Sapere Aude</i></i>, 2, 24-27. Žiūrėta 2014 m. rugsėjo 09 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf"">http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf</a>",T 003,,,,2014
4088705,S6,"Makūnaitė, P. (aut., imant. inter.) ir Luneckas, T. (aut., duod. inter.) (2014). VGTU mokslininkai: išminuotojus ir gelbėtojus tuoj pakeis robotai: žurn. Paulinos Makūnaitės pokalbis su VGTU Elektronikos fakulteto Automatikos katedros asistentu dr. Tomu Lunecku. <i><i>Sapere Aude</i></i>, 2, 28-31.",T 001,,,,2014
4088738,S6,"Jučiūtė, E. (aut., imant. inter.) ir Kačerauskas, T. (aut., duod. inter.) (2014). Apie sunkiojo metalo paskaitas, M. Heideggerio vertimą ir kitus puikybės demonus: žurn. Editos Jučiūtės pokalbis su VGTU Filosofijos ir politologijos katedros vedėju prof. dr. Tomu Kačerausku. <i><i>Sapere Aude</i></i>, 2, 54-57. Žiūrėta 2014 m. rugsėjo 10 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf"">http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf</a>",S 008; S 002,,,,2014
4088759,S1,"Čiegis, R., Suboč, O., & Bugajev, A. (2014). Parallel algorithms for three-dimensional parabolic and pseudoparabolic problems with different boundary conditions. <i><i>Nonlinear analysis: modelling and control</i></i>, <i>19</i>(3), 382-395. Retrieved 2014, September 10, from <a target=""_blank"" href=""https://www.mii.lt/na/issues/NA_1903/NA1935.pdf"">https://www.mii.lt/na/issues/NA_1903/NA1935.pdf</a>",N 001,DOAJ; Scopus; INSPEC; Chemical abstracts; Science Citation Index Expanded (Web of Science),"IF: 1,099, AIF: 1,473, Q2 (2014, InCites JCR SCIE)","CiteScore: 1,29, SNIP: 1,043, SJR: 0,530, Q1 (2014, Scopus Sources)",2014
4088771,S6,"Jučiūtė, E. (aut., imant. inter.), Kačinskaitė, I. (aut., duod. inter.) ir Deveikienė, V. (aut., duod. inter.) (2014). Sudėtingo likimo dvaras vis dar laukia didesnio visuomenės dėmesio: žurn. Editos Jučiūtės pokalbis su VGTU Architektūros fakulteto doktorantėmis Indre Kačinskaite ir Vaiva Deveikiene. <i><i>Sapere Aude</i></i>, 2, 58-67. Žiūrėta 2014 m. rugsėjo 10 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf"">http://www.vgtu.lt/media/files/1/sa-2-2014-web-.pdf</a>",H 003,,,,2014
4088783,S1,"Demidova-Buizinienė, I., & Pundienė, I. (2014). Effect of amount of deflocculant on change in physicomechanical properties of medium-cement heat-resistant concretes during drying and heat treatment. <i><i>Refractories and industrial ceramics</i></i>, <i>55</i>(2), 121-127. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s11148-014-9673-4"">10.1007/s11148-014-9673-4</a>",T 005; T 008,Academic Search Complete; Scopus; SpringerLink; Science Citation Index Expanded (Web of Science),"IF: 0,125, AIF: 1,793, Q4 (2014, InCites JCR SCIE)","CiteScore: 0,14, SNIP: 0,869, SJR: 0,202, Q4 (2014, Scopus Sources)",2014
4088826,S6,"Jučiūtė, E. (aut., imant. inter.), Žiūrienė, R. (aut., duod. inter.), Motiejūnaitė, L. (aut., duod. inter.) ir Jaskauskas, T. (aut., duod. inter.) (2014). Apie sunkią temą studentai prabilo grafikos kalba: žurn. Editos Jučiūtės pokalbis su Vilniaus Gedimino technikos universiteto (VGTU) Grafinių sistemų katedros dėstytoja dr. Ryte Žiūriene, Vilniaus Gedimino technikos universiteto (VGTU) Kūrybinių industrijų fakulteto studente Lauryna Motiejūnaite ir Fundamentinių mokslų fakulteto studentu Tomu Jaskausku. <i><i>Sapere Aude</i></i>, 2, 68-73.",T 007; S 008; S 005,,,,2014
4088873,S5,"Kulbis, M. (2014). PID valdiklis ir jo parametrų parinkimas orlaivio stabiliam skrydžiui. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 3-6. Žiūrėta 2014 m. rugsėjo 10 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.17"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.17</a>",T 001,,,,2014
4088908,S5,"Pakrijauskas, V. ir Rudinskas, D. (2014). Automatinės priklausomo stebėjimo sistemos (ADS-B) analizė. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 7-10. Žiūrėta 2014 m. rugsėjo 11 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.18"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.18</a>",T 003; T 001,,,,2014
4088919,S1,"Baškys, A. (2014). Analysis of p-n junction boundary conditions at high-level injection of minority carriers. <i><i>Lithuanian journal of physics</i></i>, <i>54</i>(1), 29-32. Retrieved 2014, September 11, from <a target=""_blank"" href=""http://www.lmaleidykla.lt/ojs/index.php/physics/article/view/2841"">http://www.lmaleidykla.lt/ojs/index.php/physics/article/view/2841</a>",T 001,Science Citation Index Expanded (Web of Science),"IF: 0,625, AIF: 2,883, Q4 (2014, InCites JCR SCIE)","CiteScore: 0,62, SNIP: 0,529, SJR: 0,287, Q3 (2014, Scopus Sources)",2014
4088929,S5,"Peckus, M. (2014). Aerodrominio radiolokatoriaus elektromagnetinės situacijos vertinimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 11-14. Žiūrėta 2014 m. rugsėjo 11 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.19"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.19</a>",T 003,,,,2014
4089020,S5,"Cibulskas, E. ir Jakučionis, A. (2014). Orlaivio greičio matavimų ir jų tikslumo tyrimai. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 15-18. Žiūrėta 2014 m. rugsėjo 12 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.20"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.20</a>",T 003,,,,2014
4089156,S6,"Endriukaitytė, A. (2014). Ką reikėtų įvertinti siekiant didesnio energinio efektyvimo? <i><i>Statyba ir architektūra</i></i>, 2, 49-49. Žiūrėta 2014 m. rugsėjo 12 d. per <a target=""_blank"" href=""http://issuu.com/statybairarchitektura/docs/sa_2014_n2_interactive"">http://issuu.com/statybairarchitektura/docs/sa_2014_n2_interactive</a>",T 002,,,,2014
4089164,S5,"Solovjovas, E. (2014). GALILEO sistemos panaudojimo bepiločių ir lengvųjų orlaivių navigacijai Lietuvos skrydžių zonoje (FIR) galimybių tyrimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 19-21. Žiūrėta 2014 m. rugsėjo 12 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.21"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.21</a>",T 001,,,,2014
4089174,S5,"Masiulionis, T. ir Stankūnas, J. (2014). Išmaniojo telefono panaudojimo automatizuotos piloto skrydžio vertinimo sistemos kūrimui metodologinių aspektų tyrimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 22-33. Žiūrėta 2014 m. rugsėjo 12 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.22"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.22</a>",T 003,,,,2014
4089243,S6,"Marčėnaitė, R. (aut., imant. inter.), Neniškis, E. (aut., duod. inter.), Bezaras, V. (aut., duod. inter.), Pakalnis, M. (aut., duod. inter.) ir Bunevičius, A. (aut., duod. inter.) (2014). Statyba ant vandens: tikros ir menamos kliūtys: žurn. Rusnės Marčėnaitės pokalbis su Studijos ""Arches"" architektu, VGTU Architektūros fakulteto Urbanistikos katedros docentu dr. Edgaru Neniškiu, Aplinkos ministerijos Saugomų teritorijų ir kraštovaizdžio departamento direktoriumi Vidmantu Bezaru, urbanistu Mindaugu Pakalniu ir įmonės ""Sweco hidroprojektas"" grupės vadovu Audriumi Bunevičiumi. <i><i>Statyba ir architektūra</i></i>, 4, 48-52. Žiūrėta 2014 m. rugsėjo 12 d. per <a target=""_blank"" href=""http://sa.lt/statyba-ant-vandens/"">http://sa.lt/statyba-ant-vandens/</a>",H 003,,,,2014
4089277,S5,"Ilginis, A. (2014). Vienanarės skrydžių vadovų pamainos teikiant aerodromo ir prieigų skrydžio valdymo paslaugas tyrimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 34-36. Žiūrėta 2014 m. rugsėjo 12 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.23"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.23</a>",T 003,,,,2014
4089318,S6,"Babickas, D. (aut., imant. inter.) ir Čaikauskas, G. (aut., duod. inter.) (2014). A klasės pastate svarbiausia - racionalumas: žurn. Dariaus Babicko pokalbis su architektu Gintaru Čaikausku. <i><i>Statyba ir architektūra</i></i>, 5, 20-23. Žiūrėta 2014 m. rugsėjo 12 d. per <a target=""_blank"" href=""http://www.sa.lt/A-klases-pastate-svarbiausia-racionalumas/"">http://www.sa.lt/A-klases-pastate-svarbiausia-racionalumas/</a>",H 003,,,,2014
4089388,S6,"Buidovaitė-Pivoriūnienė, K. (aut., imant. inter.), Čaikauskas, G. (aut., duod. inter.), Balčiūnas, T. (aut., duod. inter.) ir Osteika, D. (aut., duod. inter.) (2014). Architektų vizijose – tik kokybiški konkursai: žurn. Kristinos Buidovaitės pokalbis su VGTU dėstytoju, profesoriumi, biuro ""Architektūros linija"" vadovu architektu Gintaru Čaikausku, Lietuvos architektų sąjungos Vilniaus skyriaus pirmininku, architektu Tadu Balčiūnu ir architektu Dariumi Osteika. <i><i>Statyba ir architektūra</i></i>, 6, 12-15. Žiūrėta 2014 m. rugsėjo 15 d. per <a target=""_blank"" href=""http://www.sa.lt/architektu-vizijose-tik-kokybiski-konkursai/"">http://www.sa.lt/architektu-vizijose-tik-kokybiski-konkursai/</a>",H 003,,,,2014
4089413,S5,"Zenevičius, T. (2014). Meteorologinio radaro teikiamų stebėjimo duomenų panaudojimas teikiant paslaugas oro navigacijos tarnyboms. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 37-40. Žiūrėta 2014 m. rugsėjo 15 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.24"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.24</a>",T 003,,,,2014
4089423,S5,"Raudys, J. (2014). Aviakatastrofų ir incidentų įvykusių dėl komunikacijos trūkumo apžvalga. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 41-44. Žiūrėta 2014 m. rugsėjo 15 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.25"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.25</a>",T 003,,,,2014
4089433,S5,"Mašnauskas, L. ir Stankūnas, J. (2014). Daugiakriterinio optimizavimo metodų panaudojimo galimybės antžeminėse saugos priemonėse. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 45-52. Žiūrėta 2014 m. rugsėjo 15 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.26"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.26</a>",T 003,,,,2014
4089445,S5,"Gudelevičiūtė, L. ir Rudinskas, D. (2014). Nuotoliniu būdu valdomų orlaivių klasifikacija. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 53-55. Žiūrėta 2014 m. rugsėjo 15 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.27"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.27</a>",T 003,,,,2014
4089457,S5,"Berteška, E. ir Rudinskas, D. (2014). Pilotų-mokinių žvilgsnio judėjimo trajektorijos skrydžio metu tyrimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 56-62. Žiūrėta 2014 m. rugsėjo 15 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.28"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.28</a>",T 003; T 001; T 010,,,,2014
4089502,S5,"Kikutis, R. ir Stankūnas, J. (2014). Autonominių orlaivių navigacijos algoritmų bei jų taikymo esant įvairioms vėjų sąlygoms apžvalga. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 63-68. Žiūrėta 2014 m. rugsėjo 15 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.29"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.29</a>",T 003,,,,2014
4089523,S5,"Židonis, M. (2014). Žaibų poveikis orlaiviams. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 69-74. Žiūrėta 2014 m. rugsėjo 15 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.30"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.30</a>",T 003,,,,2014
4089541,S5,"Steponavičius, L. (2014). Žaibai, jų poveikis skrydžių eigai, apsaugos priemonės. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 75-78. Žiūrėta 2014 m. rugsėjo 15 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.31"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.31</a>",T 003,,,,2014
4089551,S5,"Barkauskas, J. (2014). Mažo orlaivių parko patikimumo programa. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 79-81. Žiūrėta 2014 m. rugsėjo 16 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.32"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.32</a>",T 003,,,,2014
4089637,S5,"Ragauskas, U., Bručas, D., Bajarūnas, G. ir Šegžda, G. (2014). Nuotoliniu būdu valdomo universalaus mažo skraidančio sparno koncepcijos kūrimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>2</i>(2), 82-85. Žiūrėta 2014 m. rugsėjo 16 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2014.33"">http://www.at.vgtu.lt/index.php/at/article/view/at.2014.33</a>",T 009,,,,2014
4089792,S4,"Janulevičius, J., & Čenys, A. (2014). Development of a risk assessment model for IT risk self-assessment expert system for SMEs. <i><i>International journal of computer and communication engineering (IJCCE)</i></i>, <i>3</i>(4), 306-309. doi:<a target=""_blank"" href=""https://doi.org/10.7763/IJCCE.2014.V3.340"">10.7763/IJCCE.2014.V3.340</a>",T 007,ProQuest Central; INSPEC,,,2014
4090023,S4,"Gudienė, N., & Banaitis, A. (2014). Prioritizing critical success factors influencing construction projects performance in Lithuania. <i><i>International journal of advances in management and economics (IJAME)</i></i>, <i>3</i>(4), 19-25. Retrieved 2014, September 17, from <a target=""_blank"" href=""http://www.managementjournal.info/download1.php?f=0304032014 (1).pdf"">http://www.managementjournal.info/download1.php?f=0304032014 (1).pdf</a>",S 003; T 002,DOAJ; Academic Journals Database; IndexCopernicus,,,2014
4090272,S1,"Levulytė, L., Žuraulis, V., & Sokolovskij, E. (2014). The research of dynamic characteristics of a vehicle driving over road roughness. <i><i>Eksploatacja i Niezawodnosc – Maintenance and Reliability</i></i>, <i>16</i>(4), 518-525. Retrieved 2014, September 18, from <a target=""_blank"" href=""http://ein.org.pl/sites/default/files/2014-04-03.pdf"">http://ein.org.pl/sites/default/files/2014-04-03.pdf</a>",T 003,Science Citation Index Expanded (Web of Science),"IF: 0,983, AIF: 1,404, Q3 (2014, InCites JCR SCIE)","CiteScore: 1,14, SNIP: 1,495, SJR: 0,434, Q2 (2014, Scopus Sources)",2014
4090480,S1,"Zavadskas, E. K., Skibniewski, M. J., & Antuchevičienė, J. (2014). Performance analysis of civil engineering journals based on the Web of Science® database. <i><i>Archives of civil and mechanical engineering</i></i>, <i>14</i>(4), 519-527. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.acme.2014.05.008"">10.1016/j.acme.2014.05.008</a>",T 007; T 002,Academic Search Complete; Scopus; ScienceDirect; Science Citation Index Expanded (Web of Science),"IF: 1,793, AIF: 2,312, Q1 (2014, InCites JCR SCIE)","CiteScore: 1,98, SNIP: 1,640, SJR: 0,781, Q1 (2014, Scopus Sources)",2014
4090854,S6,"Valionis, A. (aut., imant. inter.) ir Bumelis, V. A. (aut., duod. inter.) (2014). Slėnio koncepcijos gyvybingumas: žurn. Arvydo Valionio pokalbis su asociacijos „Santaros slėnis“ prezidentu, VGTU Bioinformatikos mokslo laboratorijos vedėju, akademiku prof. habil. dr. Vladu Algirdu Bumeliu. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 1, 11-13. Žiūrėta 2014 m. rugsėjo 23 d. per <a target=""_blank"" href=""http://www.mokslasirtechnika.lt/mokslo-naujienos/santaros-sl-nis-inovatyvi-technologij-oaz.html"">http://www.mokslasirtechnika.lt/mokslo-naujienos/santaros-sl-nis-inovatyvi-technologij-oaz.html</a>",N 004,,,,2014
4090874,S6,"Šaulys, V. (2014). Sausinimo sistemų naudojimo ir priežiūros prioritetai. <i><i>Žemėtvarka ir hidrotechnika</i></i>, <i>2</i>, 50-53.",T 004,,,,2014
4090994,S5,"Kairelytė, E. (aut., imant. inter.) ir Malaiškienė, J. (aut., duod. inter.) (2014). Namų fasadai: ką pasirinkti?: žurn. Eglės Kairelytės pokalbis su VGTU Statybinių medžiagų katedros mokslo darbuotoja Jurgita Malaiškiene. <i><i>Supernamai</i></i>, 3, 10-13. Žiūrėta 2014 m. rugsėjo 23 d. per <a target=""_blank"" href=""http://supernamai.lt/wp-content/plugins/Zurnalas%20ONLINE_2014-09-01/SuperNamai23.html#p=12"">http://supernamai.lt/wp-content/plugins/Zurnalas%20ONLINE_2014-09-01/SuperNamai23.html#p=12</a>",T 002; T 008,,,,2014
4091016,S5,"Kairelytė, E. (aut., imant. inter.), Klimavičius, G. (aut., duod. inter.), Buska, A. (aut., duod. inter.) ir Ignatavičius, Č. (aut., duod. inter.) (2014). Fasadų šiltinimas: šiluma kaulų nelaužo: žurn. Eglės Kairelytės pokalbis su architektu Gintaru Klimavičiumi, UAB ""Rockwool"" techniniu vadovu Andriumi Buska ir Polistireninio putplasčio asociacijos prezidentu Česlovu Ignatavičiumi. <i><i>Supernamai</i></i>, 3, 4-8. Žiūrėta 2014 m. rugsėjo 23 d. per <a target=""_blank"" href=""http://supernamai.lt/wp-content/plugins/Zurnalas%20ONLINE_2014-09-01/SuperNamai23.html#p=6"">http://supernamai.lt/wp-content/plugins/Zurnalas%20ONLINE_2014-09-01/SuperNamai23.html#p=6</a>",T 002,,,,2014
4091045,S4,"Žvinys, K., & Guršnys, D. (2014). Call duration characteristics based on customers location. <i><i>Electrical, control and communication engineering</i></i>, <i>5</i>, 67-73. doi:<a target=""_blank"" href=""https://doi.org/10.2478/ecce-2014-0010"">10.2478/ecce-2014-0010</a>",T 001,Academic Search Complete; DOAJ; VINITI,,,2014
4091065,S1,"Vaitkus, A., Vorobjovas, V., Jagniatinskis, A., Andriejauskas, T., & Fiks, B. (2014). Peculiarity of low noise pavement design under Lithuanian conditions. <i><i>The Baltic journal of road and bridge engineering</i></i>, <i>9</i>(3), 155-163. doi:<a target=""_blank"" href=""https://doi.org/10.3846/bjrbe.2014.20"">10.3846/bjrbe.2014.20</a>",T 002,Central & Eastern European Academic Source (CEEAS); Scopus; Computers & Applied Sciences Complete; Index Copernicus (IC); INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,766, AIF: 1,696, Q3 (2014, InCites JCR SCIE)","CiteScore: 0,81, SNIP: 0,908, SJR: 0,374, Q2 (2014, Scopus Sources)",2014
4091394,S1,"Maskeliūnaitė, L., & Sivilevičius, H. (2014). The model for evaluating the criteria describing the quality of the trip by international train. <i><i>Technological and economic development of economy</i></i>, <i>20</i>(3), 484-506. doi:<a target=""_blank"" href=""https://doi.org/10.3846/20294913.2014.949333"">10.3846/20294913.2014.949333</a>",T 003; T 002; N 001,Scopus; Social Sciences Citation Index (Web of Science); Business Source Complete; ICONDA,"IF: 1,563, AIF: 1,283, Q1 (2014, InCites JCR SSCI)",,2014
4091579,S1,"Dagiene, V., Skupas, B., & Kurilov, J. (2014). Programming assignments in virtual learning environments: developments and opportunities for engineering education. <i><i>International journal of engineering education</i></i>, <i>30</i>(3), 644-653.",T 007; N 009,Scopus; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,582, AIF: 1,378, Q3 (2014, InCites JCR SCIE)","CiteScore: 0,76, SNIP: 0,656, SJR: 0,533, Q2 (2014, Scopus Sources)",2014
4091701,S1,"Vilanova, I., Torres, L., Baena, M., Kaklauskas, G., & Gribniak, V. (2014). Experimental study of tension stiffening in GFRP RC tensile members under sustained load. <i><i>Engineering Structures</i></i>, <i>79</i>, 390-400. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.engstruct.2014.08.037"">10.1016/j.engstruct.2014.08.037</a>",T 002,Science Citation Index Expanded (Web of Science),"IF: 1,838, AIF: 1,696, Q1 (2014, InCites JCR SCIE)","CiteScore: 2,40, SNIP: 2,487, SJR: 1,701, Q1 (2014, Scopus Sources)",2014
4091732,S1,"Krivorotova, T., & Sereikaitė, J. (2014). Seasonal changes of carbohydrates composition in the tubers of Jerusalem artichoke. <i><i>Acta physiologiae plantarum</i></i>, <i>36</i>(1), 79-83. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s11738-013-1388-5"">10.1007/s11738-013-1388-5</a>",N 004,Science Citation Index Expanded (Web of Science),"IF: 1,584, AIF: 2,719, Q2 (2014, InCites JCR SCIE)","CiteScore: 1,79, SNIP: 1,028, SJR: 0,609, Q1 (2014, Scopus Sources)",2014
4092169,S5,"Gnip, I. Y., & Vaitkus, S. (2014). Деформируемость минераловатных плит при длительном сжатии. <i><i>Строительные материалы = Construction materials</i></i>, 1-2, 98-104. Retrieved 2014, September 30, from <a target=""_blank"" href=""http://www.rifsm.ru/editions/journals/1/2014/532/"">http://www.rifsm.ru/editions/journals/1/2014/532/</a>",T 008,,,,2014
4092181,S5,"Gnip, I. Y., & Vaitkus, S. (2014). Гипотетическое значение деформации ползучести полистирольного пенопласта при постоянном сжимающем напряжении на основании начального экспериментального периода деформирования. <i><i>Строительные материалы = Construction materials: доклады конференции ""Нанотехнологии в строительстве"" = reports of the VI International conference «Nanotechnologies in construction», 22–24 March, Cairo</i></i>, 4, 90-96. Retrieved 2014, September 30, from <a target=""_blank"" href=""http://www.rifsm.ru/editions/journals/1/2014/536/"">http://www.rifsm.ru/editions/journals/1/2014/536/</a>",T 008,,,,2014
4092201,S1,"Kačianauskas, R., Tumonis, L., & Džiugys, A. (2014). Simulation of the normal impact of randomly shaped quasi-spherical particles. <i><i>Granular matter</i></i>, <i>16</i>(3), 339-347. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s10035-014-0493-5"">10.1007/s10035-014-0493-5</a>",T 009; T 006,Scopus; SpringerLink; Science Citation Index Expanded (Web of Science),"IF: 1,775, AIF: 2,898, Q2 (2014, InCites JCR SCIE)","CiteScore: 1,86, SNIP: 1,299, SJR: 0,925, Q1 (2014, Scopus Sources)",2014
