source,type,target,weight
3463,undirected,3807,6
3463,undirected,4524,6
3463,undirected,4707,4
3463,undirected,4845,1
3463,undirected,5516,2
3463,undirected,5540,1
3465,undirected,3508,1
3465,undirected,4994,1
3466,undirected,3699,1
3468,undirected,3900,1
3469,undirected,3836,1
3469,undirected,3894,1
3469,undirected,4267,1
3469,undirected,4352,1
3469,undirected,5304,1
3469,undirected,5550,1
3470,undirected,3754,1
3471,undirected,5109,2
3472,undirected,3488,1
3472,undirected,3806,3
3472,undirected,3807,2
3472,undirected,4524,1
3474,undirected,3847,2
3474,undirected,3864,2
3474,undirected,4900,1
3474,undirected,5310,1
3474,undirected,5502,3
3475,undirected,4176,1
3476,undirected,4060,2
3476,undirected,4117,1
3476,undirected,4211,1
3476,undirected,4565,1
3476,undirected,4931,1
3477,undirected,3586,1
3477,undirected,3983,1
3477,undirected,4042,1
3477,undirected,4120,2
3477,undirected,4901,1
3477,undirected,4916,1
3477,undirected,5016,2
3477,undirected,5052,1
3477,undirected,5062,8
3477,undirected,5257,1
3477,undirected,5488,1
3477,undirected,5490,1
3478,undirected,3537,1
3478,undirected,3632,2
3478,undirected,3665,1
3478,undirected,3788,1
3478,undirected,3827,1
3478,undirected,3828,3
3478,undirected,3894,3
3478,undirected,4220,2
3478,undirected,4630,1
3478,undirected,4787,1
3478,undirected,4800,1
3478,undirected,4863,1
3478,undirected,4914,1
3478,undirected,5021,1
3478,undirected,5068,1
3478,undirected,5205,1
3479,undirected,4184,2
3479,undirected,4375,1
3479,undirected,4595,1
3480,undirected,3685,1
3480,undirected,4151,1
3480,undirected,4353,1
3480,undirected,4560,1
3480,undirected,5517,1
3481,undirected,3931,1
3482,undirected,5045,1
3482,undirected,5378,1
3482,undirected,5527,1
3483,undirected,4012,1
3483,undirected,4254,1
3483,undirected,5484,2
3485,undirected,3636,5
3485,undirected,3661,3
3485,undirected,3942,1
3485,undirected,4110,1
3485,undirected,4154,1
3485,undirected,4562,1
3485,undirected,4602,3
3485,undirected,4933,1
3485,undirected,4945,4
3486,undirected,4988,2
3486,undirected,4989,1
3486,undirected,5396,2
3486,undirected,5443,2
3488,undirected,3806,2
3488,undirected,3807,4
3490,undirected,4285,1
3490,undirected,4362,1
3490,undirected,5446,1
3492,undirected,5104,1
3493,undirected,4602,1
3494,undirected,3625,5
3494,undirected,3989,2
3494,undirected,4332,3
3494,undirected,4386,3
3494,undirected,4554,1
3494,undirected,4555,9
3494,undirected,4868,4
3494,undirected,5014,1
3494,undirected,5138,2
3494,undirected,5545,10
3495,undirected,3496,2
3496,undirected,4121,2
3496,undirected,4959,1
3496,undirected,5475,1
3498,undirected,3499,1
3498,undirected,3726,2
3498,undirected,3730,1
3498,undirected,3931,1
3498,undirected,4059,1
3498,undirected,4382,1
3498,undirected,4390,1
3498,undirected,4699,1
3498,undirected,4905,1
3498,undirected,5013,1
3498,undirected,5032,1
3498,undirected,5092,2
3498,undirected,5249,1
3498,undirected,5326,1
3498,undirected,5420,2
3498,undirected,5540,4
3500,undirected,4824,1
3500,undirected,5139,2
3504,undirected,3668,1
3504,undirected,3842,1
3504,undirected,4994,2
3507,undirected,4938,2
3508,undirected,4799,2
3508,undirected,4925,1
3508,undirected,4931,1
3508,undirected,4994,1
3508,undirected,5431,2
3509,undirected,3510,68
3509,undirected,3655,1
3509,undirected,3680,2
3509,undirected,4271,1
3509,undirected,4330,1
3509,undirected,4556,1
3509,undirected,4735,1
3509,undirected,4937,1
3510,undirected,3655,2
3510,undirected,3666,1
3510,undirected,3680,3
3510,undirected,3772,1
3510,undirected,4197,1
3510,undirected,4330,4
3510,undirected,4438,7
3510,undirected,4556,2
3511,undirected,3953,1
3511,undirected,4132,1
3511,undirected,4249,1
3511,undirected,4485,1
3511,undirected,4906,1
3512,undirected,5110,1
3512,undirected,5237,1
3514,undirected,3662,1
3514,undirected,3885,1
3514,undirected,5148,1
3514,undirected,5271,1
3515,undirected,3842,1
3515,undirected,3892,3
3515,undirected,3893,2
3515,undirected,4327,1
3515,undirected,4994,2
3516,undirected,3986,1
3517,undirected,5227,2
3517,undirected,5431,2
3518,undirected,3856,1
3519,undirected,3860,1
3519,undirected,4263,1
3520,undirected,4214,1
3520,undirected,5225,1
3521,undirected,4137,1
3521,undirected,5045,1
3522,undirected,3733,1
3522,undirected,4245,1
3522,undirected,4944,1
3523,undirected,3830,1
3523,undirected,5431,1
3524,undirected,3782,1
3524,undirected,4938,1
3526,undirected,4034,1
3526,undirected,4166,1
3526,undirected,4754,1
3526,undirected,5495,2
3527,undirected,4845,1
3527,undirected,4947,1
3527,undirected,5238,1
3528,undirected,4912,1
3528,undirected,5052,2
3528,undirected,5290,1
3529,undirected,3656,1
3529,undirected,3722,1
3529,undirected,4413,1
3529,undirected,5353,1
3531,undirected,4945,1
3532,undirected,4938,1
3533,undirected,3861,1
3533,undirected,4140,1
3533,undirected,4236,1
3533,undirected,4510,1
3533,undirected,4878,1
3533,undirected,5107,1
3533,undirected,5155,1
3534,undirected,3535,2
3534,undirected,4380,1
3535,undirected,4380,2
3535,undirected,5290,1
3535,undirected,5488,3
3536,undirected,5095,2
3537,undirected,3788,1
3537,undirected,3894,1
3537,undirected,4082,1
3537,undirected,4255,1
3537,undirected,4742,1
3537,undirected,4950,1
3537,undirected,5217,1
3537,undirected,5237,1
3539,undirected,3776,2
3541,undirected,4850,1
3543,undirected,3699,1
3543,undirected,4245,1
3543,undirected,5045,2
3543,undirected,5062,1
3543,undirected,5178,1
3544,undirected,4217,1
3544,undirected,4636,2
3544,undirected,4691,2
3544,undirected,4692,2
3545,undirected,3926,1
3545,undirected,4327,1
3546,undirected,3828,1
3546,undirected,5401,1
3547,undirected,3951,1
3548,undirected,3708,2
3548,undirected,3887,1
3548,undirected,4744,1
3548,undirected,5099,1
3548,undirected,5548,1
3549,undirected,4333,1
3549,undirected,4895,1
3550,undirected,4016,1
3552,undirected,4194,1
3552,undirected,5249,1
3553,undirected,4038,1
3554,undirected,3880,1
3555,undirected,4976,1
3555,undirected,5089,1
3558,undirected,4991,1
3558,undirected,5488,1
3559,undirected,4322,1
3559,undirected,4676,1
3559,undirected,4909,1
3560,undirected,5032,1
3561,undirected,4872,1
3561,undirected,5230,1
3562,undirected,4401,1
3562,undirected,4943,1
3562,undirected,5232,1
3563,undirected,3564,1
3565,undirected,4558,1
3566,undirected,3827,1
3566,undirected,3828,2
3566,undirected,5093,1
3568,undirected,3669,4
3568,undirected,3747,1
3568,undirected,3889,1
3568,undirected,4038,2
3568,undirected,4088,1
3568,undirected,4451,3
3568,undirected,4574,2
3568,undirected,5156,1
3568,undirected,5244,1
3568,undirected,5393,2
3569,undirected,3614,2
3569,undirected,3942,3
3569,undirected,4188,1
3569,undirected,4446,1
3571,undirected,3632,1
3571,undirected,5082,1
3571,undirected,5093,1
3572,undirected,5063,1
3573,undirected,5001,1
3573,undirected,5002,1
3573,undirected,5003,1
3573,undirected,5058,1
3574,undirected,3860,2
3574,undirected,4921,1
3575,undirected,4854,1
3575,undirected,4885,1
3576,undirected,3673,1
3576,undirected,4165,1
3576,undirected,4966,1
3576,undirected,4999,1
3576,undirected,5170,1
3579,undirected,4389,1
3580,undirected,4511,1
3580,undirected,4938,1
3581,undirected,3772,1
3582,undirected,3879,1
3582,undirected,3912,1
3582,undirected,4089,1
3582,undirected,4938,4
3582,undirected,5448,1
3584,undirected,5078,1
3585,undirected,3715,1
3585,undirected,4820,2
3585,undirected,5321,2
3587,undirected,4435,1
3587,undirected,4732,1
3588,undirected,4524,1
3589,undirected,5132,5
3592,undirected,4574,1
3592,undirected,5393,1
3594,undirected,4814,1
3595,undirected,4558,1
3597,undirected,4252,3
3601,undirected,5138,1
3602,undirected,3603,1
3602,undirected,5468,1
3603,undirected,5468,1
3604,undirected,3939,1
3604,undirected,3955,1
3604,undirected,5380,2
3605,undirected,3829,1
3605,undirected,4324,2
3605,undirected,5035,1
3605,undirected,5120,1
3605,undirected,5392,1
3606,undirected,5040,1
3607,undirected,4409,1
3607,undirected,4735,1
3608,undirected,3785,1
3608,undirected,4778,1
3608,undirected,4890,1
3608,undirected,5101,1
3608,undirected,5312,1
3608,undirected,5330,1
3608,undirected,5389,1
3609,undirected,3610,1
3610,undirected,4354,1
3611,undirected,5420,1
3612,undirected,4145,1
3613,undirected,5318,1
3613,undirected,5336,1
3614,undirected,4188,1
3614,undirected,5005,3
3615,undirected,4261,1
3615,undirected,4350,1
3615,undirected,5383,1
3616,undirected,4011,2
3616,undirected,5134,2
3617,undirected,3828,1
3617,undirected,4186,1
3617,undirected,4642,1
3617,undirected,4733,1
3617,undirected,4734,1
3617,undirected,4889,1
3617,undirected,4920,2
3617,undirected,5159,2
3618,undirected,5185,1
3621,undirected,3720,1
3621,undirected,4019,1
3621,undirected,5175,1
3621,undirected,5431,2
3622,undirected,3673,1
3622,undirected,4041,1
3622,undirected,4165,1
3622,undirected,4999,1
3623,undirected,4151,2
3623,undirected,5504,1
3625,undirected,3688,1
3625,undirected,3989,3
3625,undirected,4111,1
3625,undirected,4204,1
3625,undirected,4220,1
3625,undirected,4332,4
3625,undirected,4386,6
3625,undirected,4454,1
3625,undirected,4489,2
3625,undirected,4491,2
3625,undirected,4555,17
3625,undirected,4623,4
3625,undirected,4720,3
3625,undirected,4868,3
3625,undirected,4879,1
3625,undirected,5014,6
3625,undirected,5138,3
3625,undirected,5545,17
3626,undirected,4929,1
3626,undirected,5474,1
3627,undirected,3975,1
3627,undirected,4626,1
3629,undirected,5102,1
3630,undirected,3952,1
3630,undirected,4251,1
3630,undirected,5294,1
3630,undirected,5371,1
3630,undirected,5413,1
3632,undirected,3665,1
3632,undirected,3827,1
3632,undirected,3828,3
3632,undirected,3976,1
3632,undirected,4630,1
3632,undirected,4697,1
3632,undirected,4787,1
3632,undirected,4800,1
3632,undirected,4914,1
3632,undirected,5082,1
3632,undirected,5093,1
3633,undirected,4077,1
3633,undirected,5031,1
3633,undirected,5134,1
3634,undirected,3783,1
3635,undirected,5140,1
3636,undirected,3661,2
3636,undirected,4053,1
3636,undirected,4238,6
3636,undirected,4443,1
3636,undirected,4933,1
3636,undirected,4945,4
3636,undirected,4967,1
3637,undirected,4567,1
3638,undirected,3708,3
3638,undirected,3758,1
3638,undirected,4509,1
3642,undirected,3856,1
3642,undirected,5052,1
3643,undirected,4411,1
3645,undirected,5284,1
3646,undirected,3975,3
3646,undirected,4087,2
3646,undirected,4538,1
3646,undirected,4600,2
3646,undirected,4604,1
3646,undirected,4658,1
3646,undirected,4904,1
3648,undirected,4802,1
3648,undirected,4830,1
3649,undirected,4243,1
3649,undirected,4251,1
3649,undirected,4252,1
3649,undirected,5305,1
3651,undirected,3652,9
3651,undirected,3783,1
3651,undirected,4145,1
3651,undirected,4155,1
3651,undirected,4156,1
3651,undirected,4380,3
3651,undirected,4742,1
3651,undirected,4845,1
3651,undirected,4893,1
3651,undirected,4894,2
3651,undirected,4943,3
3651,undirected,4994,1
3651,undirected,5057,1
3651,undirected,5227,1
3651,undirected,5232,2
3651,undirected,5431,11
3651,undirected,5453,1
3652,undirected,3708,1
3652,undirected,3724,1
3652,undirected,3783,1
3652,undirected,4337,1
3652,undirected,4380,3
3652,undirected,4401,1
3652,undirected,4943,3
3652,undirected,5431,3
3653,undirected,3969,1
3653,undirected,5088,1
3653,undirected,5327,1
3656,undirected,3722,2
3656,undirected,4413,2
3656,undirected,5353,2
3657,undirected,4047,1
3659,undirected,4717,1
3659,undirected,4934,1
3660,undirected,4656,1
3661,undirected,3942,1
3661,undirected,4933,1
3661,undirected,4945,2
3661,undirected,4967,4
3662,undirected,3885,1
3662,undirected,5148,1
3662,undirected,5271,1
3665,undirected,3827,1
3665,undirected,3828,1
3667,undirected,3934,1
3668,undirected,3842,1
3668,undirected,4106,1
3668,undirected,4121,1
3668,undirected,4423,1
3668,undirected,4480,1
3668,undirected,4981,1
3668,undirected,4994,4
3668,undirected,5095,3
3668,undirected,5227,2
3669,undirected,4451,4
3669,undirected,4566,2
3670,undirected,4575,2
3670,undirected,5431,2
3673,undirected,4041,1
3673,undirected,4165,2
3673,undirected,4966,1
3673,undirected,4999,2
3673,undirected,5170,1
3674,undirected,3942,2
3674,undirected,4188,5
3674,undirected,4446,1
3674,undirected,5515,1
3675,undirected,3677,1
3676,undirected,4170,1
3676,undirected,4303,1
3678,undirected,4177,1
3679,undirected,3926,1
3681,undirected,4942,1
3682,undirected,3909,1
3682,undirected,5362,1
3682,undirected,5431,2
3683,undirected,4931,1
3684,undirected,4393,1
3685,undirected,4560,1
3686,undirected,4695,1
3688,undirected,4555,1
3688,undirected,4868,1
3688,undirected,5545,1
3690,undirected,3692,1
3690,undirected,4464,2
3690,undirected,4938,1
3692,undirected,4938,1
3693,undirected,3694,1
3695,undirected,3731,14
3695,undirected,4521,1
3695,undirected,5554,2
3698,undirected,4116,1
3699,undirected,3733,3
3699,undirected,4944,5
3699,undirected,5045,1
3699,undirected,5056,3
3699,undirected,5167,1
3699,undirected,5178,1
3699,undirected,5432,2
3700,undirected,4748,1
3702,undirected,5431,1
3703,undirected,3708,1
3704,undirected,3995,1
3704,undirected,4501,1
3704,undirected,4732,1
3704,undirected,4891,1
3705,undirected,5520,5
3706,undirected,3870,1
3706,undirected,5431,1
3707,undirected,3708,1
3707,undirected,3726,1
3708,undirected,3753,3
3708,undirected,3758,1
3708,undirected,3978,1
3708,undirected,3995,1
3708,undirected,4095,2
3708,undirected,4275,1
3708,undirected,4297,1
3708,undirected,4380,2
3708,undirected,4382,1
3708,undirected,4409,1
3708,undirected,4417,1
3708,undirected,4501,2
3708,undirected,4509,4
3708,undirected,4524,1
3708,undirected,4585,1
3708,undirected,4627,3
3708,undirected,4631,1
3708,undirected,4634,2
3708,undirected,4679,1
3708,undirected,4680,1
3708,undirected,4713,1
3708,undirected,4753,1
3708,undirected,4816,3
3708,undirected,4819,2
3708,undirected,4856,1
3708,undirected,4891,3
3708,undirected,4940,1
3708,undirected,5142,1
3708,undirected,5188,1
3708,undirected,5219,1
3708,undirected,5249,1
3708,undirected,5269,2
3708,undirected,5299,1
3708,undirected,5359,1
3708,undirected,5414,1
3708,undirected,5431,3
3708,undirected,5509,1
3709,undirected,3844,1
3709,undirected,4348,1
3709,undirected,4893,1
3709,undirected,4921,1
3709,undirected,4925,1
3711,undirected,3736,1
3711,undirected,3838,1
3711,undirected,4975,1
3715,undirected,4820,2
3715,undirected,5321,2
3717,undirected,3734,1
3717,undirected,3899,1
3717,undirected,4031,1
3718,undirected,3820,1
3718,undirected,4063,1
3718,undirected,4368,1
3718,undirected,4667,1
3718,undirected,5197,1
3719,undirected,4382,1
3720,undirected,4019,1
3720,undirected,4230,1
3720,undirected,4597,1
3720,undirected,4812,1
3720,undirected,4936,2
3720,undirected,5268,2
3720,undirected,5431,3
3720,undirected,5449,1
3721,undirected,3930,1
3721,undirected,5139,1
3722,undirected,4413,2
3722,undirected,5353,2
3726,undirected,3756,1
3726,undirected,3845,2
3726,undirected,3931,17
3726,undirected,3948,1
3726,undirected,4059,2
3726,undirected,4150,1
3726,undirected,4226,2
3726,undirected,4409,1
3726,undirected,4501,1
3726,undirected,4649,2
3726,undirected,4760,1
3726,undirected,4772,1
3726,undirected,4951,1
3726,undirected,5152,5
3726,undirected,5213,1
3726,undirected,5387,1
3726,undirected,5540,1
3726,undirected,5559,1
3728,undirected,4146,1
3728,undirected,4345,1
3728,undirected,4430,1
3728,undirected,4624,1
3728,undirected,5400,1
3730,undirected,4382,1
3730,undirected,5540,1
3731,undirected,3757,1
3731,undirected,4413,3
3731,undirected,4525,2
3731,undirected,4639,14
3731,undirected,4678,1
3731,undirected,4715,2
3731,undirected,4831,1
3731,undirected,5055,4
3731,undirected,5154,2
3731,undirected,5263,1
3731,undirected,5284,1
3731,undirected,5554,4
3732,undirected,4008,1
3732,undirected,4525,1
3733,undirected,4944,3
3733,undirected,5056,3
3734,undirected,3899,2
3734,undirected,4031,2
3734,undirected,4380,1
3734,undirected,4548,1
3735,undirected,4480,4
3735,undirected,5433,2
3736,undirected,3838,1
3736,undirected,4975,1
3737,undirected,3742,1
3737,undirected,3796,1
3737,undirected,3964,1
3737,undirected,4822,1
3738,undirected,4038,1
3739,undirected,4380,1
3741,undirected,3876,1
3741,undirected,5071,1
3742,undirected,3796,1
3742,undirected,3964,1
3742,undirected,4822,1
3746,undirected,4627,1
3746,undirected,4816,1
3746,undirected,5142,1
3746,undirected,5188,1
3747,undirected,4451,1
3748,undirected,5227,1
3748,undirected,5514,1
3749,undirected,4390,2
3749,undirected,4451,4
3750,undirected,3860,1
3751,undirected,3798,1
3751,undirected,4548,8
3751,undirected,4748,4
3751,undirected,4913,2
3751,undirected,5393,2
3752,undirected,4587,1
3752,undirected,4994,1
3752,undirected,5042,1
3753,undirected,4509,1
3753,undirected,5269,1
3755,undirected,4795,1
3755,undirected,4797,1
3756,undirected,4772,2
3757,undirected,4639,1
3759,undirected,4304,1
3764,undirected,4931,1
3764,undirected,5363,2
3764,undirected,5411,2
3764,undirected,5431,1
3765,undirected,5431,1
3767,undirected,4016,1
3768,undirected,3860,3
3768,undirected,4021,5
3768,undirected,4601,1
3768,undirected,5405,1
3768,undirected,5419,1
3769,undirected,4484,1
3770,undirected,4204,3
3770,undirected,4636,1
3772,undirected,3894,1
3772,undirected,3990,1
3772,undirected,4129,2
3772,undirected,5469,1
3773,undirected,3860,1
3773,undirected,4938,1
3775,undirected,4390,1
3775,undirected,4451,1
3777,undirected,4627,1
3777,undirected,4931,1
3777,undirected,5431,1
3778,undirected,3860,1
3779,undirected,3831,3
3779,undirected,4012,3
3780,undirected,3822,1
3780,undirected,4931,1
3781,undirected,3822,4
3781,undirected,3824,1
3782,undirected,4938,1
3783,undirected,3813,1
3783,undirected,4069,1
3783,undirected,4230,1
3783,undirected,4360,1
3783,undirected,4500,1
3783,undirected,4546,1
3783,undirected,4757,1
3783,undirected,4943,1
3783,undirected,5048,1
3783,undirected,5208,1
3783,undirected,5431,2
3784,undirected,3786,3
3785,undirected,4778,1
3785,undirected,4890,1
3785,undirected,5101,1
3785,undirected,5312,1
3785,undirected,5330,1
3785,undirected,5389,1
3787,undirected,5137,1
3787,undirected,5139,1
3788,undirected,3894,1
3789,undirected,4428,1
3789,undirected,4530,1
3789,undirected,4771,1
3790,undirected,4158,1
3790,undirected,5227,1
3792,undirected,5062,1
3793,undirected,4897,2
3794,undirected,4303,1
3794,undirected,4930,2
3796,undirected,3964,1
3796,undirected,4822,1
3797,undirected,3931,2
3797,undirected,5233,1
3798,undirected,4212,1
3798,undirected,4548,1
3798,undirected,4748,4
3801,undirected,4421,1
3801,undirected,5395,1
3804,undirected,4216,1
3804,undirected,4444,1
3805,undirected,3806,1
3805,undirected,4524,1
3805,undirected,5516,2
3806,undirected,3807,5
3806,undirected,4524,1
3806,undirected,5516,1
3808,undirected,4178,1
3808,undirected,4586,1
3808,undirected,4908,1
3809,undirected,4145,1
3809,undirected,4476,1
3809,undirected,4938,1
3809,undirected,5362,1
3810,undirected,4345,1
3810,undirected,4687,1
3810,undirected,5125,1
3810,undirected,5410,1
3812,undirected,5369,1
3813,undirected,4069,1
3813,undirected,4230,2
3813,undirected,4332,1
3813,undirected,4554,1
3813,undirected,4555,1
3813,undirected,4672,1
3813,undirected,4673,1
3813,undirected,5129,1
3813,undirected,5130,1
3813,undirected,5431,2
3813,undirected,5449,1
3815,undirected,4807,2
3816,undirected,4799,1
3817,undirected,4269,1
3817,undirected,5431,1
3819,undirected,4938,1
3819,undirected,5292,1
3820,undirected,4667,1
3822,undirected,3824,1
3822,undirected,3850,1
3822,undirected,4254,1
3822,undirected,4458,1
3822,undirected,4858,1
3822,undirected,5300,1
3823,undirected,4254,2
3823,undirected,4363,1
3823,undirected,4753,1
3823,undirected,5076,1
3825,undirected,4498,1
3825,undirected,4811,1
3827,undirected,3828,9
3827,undirected,3979,1
3827,undirected,4630,2
3827,undirected,4800,1
3827,undirected,4914,2
3827,undirected,5029,1
3827,undirected,5218,1
3827,undirected,5237,1
3828,undirected,3976,1
3828,undirected,3979,1
3828,undirected,4220,1
3828,undirected,4477,2
3828,undirected,4630,4
3828,undirected,4642,1
3828,undirected,4691,1
3828,undirected,4697,1
3828,undirected,4787,1
3828,undirected,4800,2
3828,undirected,4914,5
3828,undirected,4920,1
3828,undirected,5021,1
3828,undirected,5029,1
3828,undirected,5093,1
3828,undirected,5146,2
3828,undirected,5159,1
3828,undirected,5218,2
3828,undirected,5237,1
3828,undirected,5256,3
3828,undirected,5401,1
3828,undirected,5402,2
3828,undirected,5545,1
3829,undirected,4324,1
3829,undirected,5035,1
3829,undirected,5120,1
3829,undirected,5392,1
3829,undirected,5404,1
3830,undirected,5431,1
3831,undirected,4012,2
3831,undirected,5436,1
3832,undirected,3852,2
3833,undirected,5546,1
3834,undirected,4138,1
3835,undirected,4374,2
3835,undirected,4912,1
3835,undirected,5052,2
3835,undirected,5259,1
3836,undirected,3894,1
3836,undirected,4267,1
3836,undirected,4352,1
3836,undirected,5304,1
3836,undirected,5550,1
3837,undirected,3931,3
3837,undirected,4382,1
3837,undirected,4406,1
3837,undirected,4650,1
3837,undirected,5152,1
3837,undirected,5387,6
3838,undirected,4975,1
3841,undirected,4143,1
3841,undirected,4169,1
3842,undirected,3892,1
3842,undirected,4327,1
3842,undirected,4994,4
3842,undirected,5227,2
3842,undirected,5234,1
3844,undirected,4348,1
3844,undirected,4592,2
3844,undirected,4818,1
3844,undirected,4893,1
3844,undirected,4899,1
3844,undirected,4921,1
3844,undirected,4925,1
3844,undirected,5379,1
3844,undirected,5431,5
3845,undirected,3931,1
3845,undirected,4145,1
3845,undirected,4426,1
3845,undirected,4668,2
3846,undirected,5161,1
3846,undirected,5388,1
3849,undirected,4925,1
3849,undirected,5273,1
3852,undirected,4243,1
3852,undirected,4252,1
3852,undirected,4288,1
3852,undirected,4543,1
3852,undirected,4786,1
3852,undirected,4844,1
3852,undirected,5201,1
3853,undirected,3903,1
3853,undirected,4270,1
3855,undirected,5052,3
3855,undirected,5290,1
3855,undirected,5490,1
3856,undirected,4415,1
3856,undirected,4416,1
3856,undirected,4472,1
3856,undirected,4883,1
3856,undirected,4991,2
3856,undirected,5052,2
3856,undirected,5124,1
3858,undirected,4009,1
3858,undirected,4896,1
3858,undirected,5341,1
3858,undirected,5342,1
3859,undirected,4373,1
3859,undirected,5391,2
3860,undirected,4021,1
3860,undirected,4047,1
3860,undirected,4234,1
3860,undirected,4263,1
3860,undirected,4383,1
3860,undirected,4533,2
3860,undirected,4643,1
3860,undirected,4767,1
3860,undirected,4921,1
3860,undirected,4938,6
3860,undirected,5171,1
3860,undirected,5206,1
3860,undirected,5209,1
3860,undirected,5236,1
3860,undirected,5521,1
3861,undirected,4140,1
3861,undirected,4236,1
3861,undirected,4510,1
3861,undirected,4878,1
3861,undirected,5107,1
3861,undirected,5155,1
3862,undirected,3906,2
3862,undirected,4754,1
3862,undirected,4841,1
3863,undirected,3938,1
3863,undirected,4230,1
3863,undirected,5268,1
3863,undirected,5431,1
3864,undirected,4191,1
3864,undirected,4284,1
3864,undirected,5310,1
3864,undirected,5502,2
3865,undirected,3995,1
3867,undirected,5431,1
3868,undirected,4601,1
3870,undirected,5431,2
3871,undirected,4251,2
3871,undirected,4252,1
3871,undirected,4835,2
3872,undirected,3931,1
3873,undirected,4931,1
3873,undirected,5352,1
3873,undirected,5363,1
3873,undirected,5431,1
3874,undirected,4931,2
3874,undirected,5431,17
3875,undirected,5431,1
3876,undirected,5071,1
3878,undirected,4409,1
3879,undirected,4938,5
3879,undirected,5453,1
3881,undirected,4931,1
3882,undirected,4385,1
3882,undirected,5088,1
3883,undirected,4991,1
3883,undirected,5399,1
3884,undirected,4134,1
3884,undirected,4335,1
3884,undirected,4852,1
3884,undirected,5512,1
3885,undirected,5148,1
3885,undirected,5271,1
3886,undirected,4727,1
3886,undirected,4851,1
3886,undirected,5460,1
3888,undirected,4990,1
3888,undirected,5445,1
3888,undirected,5501,1
3889,undirected,4088,1
3889,undirected,5244,1
3891,undirected,3892,2
3892,undirected,3893,3
3892,undirected,4327,1
3892,undirected,4994,4
3893,undirected,4994,2
3894,undirected,3941,2
3894,undirected,4040,2
3894,undirected,4148,2
3894,undirected,4200,1
3894,undirected,4267,1
3894,undirected,4326,3
3894,undirected,4352,1
3894,undirected,5205,1
3894,undirected,5304,1
3894,undirected,5469,1
3894,undirected,5550,1
3897,undirected,3971,1
3897,undirected,4202,1
3897,undirected,4848,1
3897,undirected,5103,1
3897,undirected,5162,1
3898,undirected,5201,1
3898,undirected,5529,1
3899,undirected,4031,2
3899,undirected,4548,1
3900,undirected,3981,1
3900,undirected,4061,3
3900,undirected,4197,1
3900,undirected,4420,1
3901,undirected,3940,1
3901,undirected,4081,1
3901,undirected,4516,1
3902,undirected,5323,1
3902,undirected,5431,1
3903,undirected,4270,1
3904,undirected,3991,1
3904,undirected,5134,1
3905,undirected,5331,1
3906,undirected,4754,1
3906,undirected,4841,1
3908,undirected,4799,1
3908,undirected,5363,1
3909,undirected,4145,1
3909,undirected,4799,1
3909,undirected,4931,1
3909,undirected,5431,4
3910,undirected,4931,1
3911,undirected,3931,1
3912,undirected,4089,2
3912,undirected,4096,1
3912,undirected,4938,2
3913,undirected,4269,1
3913,undirected,5431,1
3914,undirected,4014,1
3914,undirected,5298,1
3914,undirected,5467,1
3916,undirected,4758,1
3916,undirected,4759,1
3919,undirected,5363,1
3919,undirected,5431,1
3921,undirected,4462,1
3921,undirected,4463,2
3921,undirected,5134,5
3922,undirected,4636,1
3922,undirected,4842,1
3924,undirected,5228,1
3925,undirected,4375,3
3925,undirected,4434,1
3926,undirected,4177,1
3926,undirected,4540,1
3926,undirected,4756,1
3926,undirected,4809,2
3926,undirected,5133,1
3926,undirected,5229,1
3926,undirected,5272,2
3926,undirected,5282,1
3926,undirected,5389,2
3926,undirected,5397,1
3926,undirected,5403,1
3929,undirected,4375,1
3930,undirected,5139,1
3930,undirected,5496,1
3931,undirected,3948,1
3931,undirected,4143,1
3931,undirected,4195,2
3931,undirected,4226,2
3931,undirected,4287,1
3931,undirected,4293,1
3931,undirected,4368,1
3931,undirected,4382,2
3931,undirected,4498,4
3931,undirected,4501,2
3931,undirected,4649,2
3931,undirected,4650,9
3931,undirected,4732,4
3931,undirected,4764,1
3931,undirected,4811,4
3931,undirected,4880,1
3931,undirected,4882,2
3931,undirected,4951,1
3931,undirected,5017,1
3931,undirected,5036,1
3931,undirected,5092,2
3931,undirected,5122,1
3931,undirected,5152,4
3931,undirected,5233,4
3931,undirected,5260,1
3931,undirected,5387,3
3931,undirected,5431,1
3931,undirected,5540,1
3934,undirected,4421,1
3935,undirected,5248,1
3938,undirected,4230,1
3938,undirected,5268,1
3938,undirected,5431,1
3939,undirected,3955,1
3939,undirected,4380,2
3939,undirected,5039,1
3939,undirected,5380,2
3940,undirected,4081,1
3940,undirected,4516,1
3942,undirected,4188,1
3942,undirected,4365,1
3942,undirected,4469,1
3942,undirected,4746,3
3942,undirected,4945,1
3944,undirected,4303,4
3947,undirected,4043,1
3947,undirected,4747,1
3947,undirected,4954,1
3947,undirected,4988,1
3947,undirected,4989,1
3947,undirected,5173,1
3950,undirected,4845,1
3950,undirected,5238,1
3951,undirected,4184,1
3951,undirected,4348,1
3951,undirected,4375,3
3951,undirected,5062,2
3951,undirected,5227,2
3952,undirected,4251,1
3952,undirected,5294,1
3952,undirected,5371,1
3952,undirected,5413,1
3953,undirected,4132,1
3953,undirected,4249,1
3953,undirected,4485,1
3953,undirected,4906,1
3954,undirected,5249,1
3955,undirected,5380,2
3956,undirected,5134,1
3957,undirected,4001,1
3957,undirected,4597,1
3957,undirected,4988,1
